subdir,video_file,duration,width,height,frame_rate,file_size
إمراة,5866070632139068685.mp4,2.5115555555555553,720.0,1280.0,20.70430012387188,583657
إمراة,5866070632139068770.mp4,2.0536444444444446,720.0,1280.0,22.399203583872573,715060
إمراة,5866070632139068859.mp4,2.7750777777777778,720.0,1280.0,23.42276692945543,1084684
إمراة,5866326414621414146.mp4,2.1355,720.0,1280.0,29.969562163427767,749308
إمراة,5866326414621414146_center_cropped.mp4,2.162162162162162,720.0,1280.0,29.6,743098
إمراة,5866326414621414146_expanded.mp4,2.162162162162162,720.0,1280.0,29.6,467699
إمراة,5866326414621414146_flipped.mp4,2.162162162162162,720.0,1280.0,29.6,724866
إمراة,5866326414621414146_sheared.mp4,2.162162162162162,720.0,1280.0,29.6,657248
إمراة,5866326414621414146_top_cropped.mp4,2.162162162162162,720.0,1280.0,29.6,694974
إمراة,5866326414621414231.mp4,2.162488888888889,720.0,1280.0,29.5955277869122,756585
إمراة,5866326414621414231_center_cropped.mp4,2.162162162162162,720.0,1280.0,29.6,1242384
إمراة,5866326414621414231_expanded.mp4,2.162162162162162,720.0,1280.0,29.6,896947
إمراة,5866326414621414231_flipped.mp4,2.162162162162162,720.0,1280.0,29.6,1278057
إمراة,5866326414621414231_sheared.mp4,2.162162162162162,720.0,1280.0,29.6,1083377
إمراة,5866326414621414231_top_cropped.mp4,2.162162162162162,720.0,1280.0,29.6,854210
إمراة,5866326414621414237.mp4,1.9259666666666666,720.0,1280.0,29.5955277869122,650437
إمراة,5866326414621414237_center_cropped.mp4,1.9594594594594594,720.0,1280.0,29.6,1108202
إمراة,5866326414621414237_expanded.mp4,1.9594594594594594,720.0,1280.0,29.6,809282
إمراة,5866326414621414237_flipped.mp4,1.9594594594594594,720.0,1280.0,29.6,1149741
إمراة,5866326414621414237_sheared.mp4,1.9594594594594594,720.0,1280.0,29.6,1007000
إمراة,5866326414621414237_top_cropped.mp4,1.9594594594594594,720.0,1280.0,29.6,777966
إمراة,video_2024-06-20_06-42-16 (24).mp4,2.114122222222222,576.0,1280.0,29.799601620846058,332964
إمراة,video_2024-06-20_06-42-16 (24)_center_cropped.mp4,2.1119678176332553,576.0,1280.0,29.83,612387
إمراة,video_2024-06-20_06-42-16 (24)_expanded.mp4,2.1119678176332553,576.0,1280.0,29.83,380712
إمراة,video_2024-06-20_06-42-16 (24)_flipped.mp4,2.1119678176332553,576.0,1280.0,29.83,571503
إمراة,video_2024-06-20_06-42-16 (24)_sheared.mp4,2.1119678176332553,576.0,1280.0,29.83,505951
إمراة,video_2024-06-20_06-42-16 (24)_top_cropped.mp4,2.1119678176332553,576.0,1280.0,29.83,559084
إمراة,video_2024-06-20_06-42-16 (31).mp4,2.1725222222222222,576.0,1280.0,29.458847115743605,357009
إمراة,video_2024-06-20_06-42-16 (31)_center_cropped.mp4,2.2033898305084745,576.0,1280.0,29.5,722436
إمراة,video_2024-06-20_06-42-16 (31)_expanded.mp4,2.2033898305084745,576.0,1280.0,29.5,443000
إمراة,video_2024-06-20_06-42-16 (31)_flipped.mp4,2.2033898305084745,576.0,1280.0,29.5,702396
إمراة,video_2024-06-20_06-42-16 (31)_sheared.mp4,2.2033898305084745,576.0,1280.0,29.5,635563
إمراة,video_2024-06-20_06-42-16 (31)_top_cropped.mp4,2.2033898305084745,576.0,1280.0,29.5,724063
إمراة,video_2024-06-20_06-42-16 (34).mp4,3.193388888888889,576.0,1280.0,29.435813573180702,509146
إمراة,video_2024-06-20_06-42-16 (34)_center_cropped.mp4,3.2203389830508473,576.0,1280.0,29.5,1213989
إمراة,video_2024-06-20_06-42-16 (34)_expanded.mp4,3.2203389830508473,576.0,1280.0,29.5,717175
إمراة,video_2024-06-20_06-42-16 (34)_flipped.mp4,3.2203389830508473,576.0,1280.0,29.5,1129419
إمراة,video_2024-06-20_06-42-16 (34)_sheared.mp4,3.2203389830508473,576.0,1280.0,29.5,1021792
إمراة,video_2024-06-20_06-42-16 (34)_top_cropped.mp4,3.2203389830508473,576.0,1280.0,29.5,1129519
إمراة,video_2024-06-20_06-42-16 (35).mp4,2.2932222222222225,576.0,1280.0,29.652599447647656,354238
إمراة,video_2024-06-20_06-42-16 (35)_center_cropped.mp4,2.3131076097888035,576.0,1280.0,29.83,678948
إمراة,video_2024-06-20_06-42-16 (35)_expanded.mp4,2.3131076097888035,576.0,1280.0,29.83,413085
إمراة,video_2024-06-20_06-42-16 (35)_flipped.mp4,2.3131076097888035,576.0,1280.0,29.83,614013
إمراة,video_2024-06-20_06-42-16 (35)_sheared.mp4,2.3131076097888035,576.0,1280.0,29.83,571536
إمراة,video_2024-06-20_06-42-16 (35)_top_cropped.mp4,2.3131076097888035,576.0,1280.0,29.83,603710
إمراة,VID_20240427_123032.mp4,1.5665777777777778,1080.0,1920.0,30.64003631411711,5334301
إمراة,VID_20240427_123032_center_cropped.mp4,1.6333333333333333,1920.0,1080.0,30.0,5906783
إمراة,VID_20240427_123032_expanded.mp4,1.6333333333333333,1920.0,1080.0,30.0,3772486
إمراة,VID_20240427_123032_flipped.mp4,1.6333333333333333,1920.0,1080.0,30.0,6508386
إمراة,VID_20240427_123032_sheared.mp4,1.6333333333333333,1920.0,1080.0,30.0,6246423
إمراة,VID_20240427_123032_top_cropped.mp4,1.6333333333333333,1920.0,1080.0,30.0,3106174
إمراة,VID_20240427_123220.mp4,2.1331444444444445,1080.0,1920.0,30.471447992791028,6063200
إمراة,VID_20240427_123220_center_cropped.mp4,2.2333333333333334,1920.0,1080.0,30.0,7265626
إمراة,VID_20240427_123220_expanded.mp4,2.2333333333333334,1920.0,1080.0,30.0,4597834
إمراة,VID_20240427_123220_flipped.mp4,2.2333333333333334,1920.0,1080.0,30.0,8218973
إمراة,VID_20240427_123220_sheared.mp4,2.2333333333333334,1920.0,1080.0,30.0,7908080
إمراة,VID_20240427_123220_top_cropped.mp4,2.2333333333333334,1920.0,1080.0,30.0,3892182
إمراة,VID_20240427_140126.mp4,2.4664222222222225,1080.0,1920.0,30.408418852318697,5786556
إمراة,VID_20240427_140126_center_cropped.mp4,2.5,1920.0,1080.0,30.0,2015896
إمراة,VID_20240427_140126_expanded.mp4,2.5,1920.0,1080.0,30.0,1218955
إمراة,VID_20240427_140126_flipped.mp4,2.5,1920.0,1080.0,30.0,2131850
إمراة,VID_20240427_140126_sheared.mp4,2.5,1920.0,1080.0,30.0,2017102
إمراة,VID_20240427_140126_top_cropped.mp4,2.5,1920.0,1080.0,30.0,1551538
إمراة,VID_20240427_142808.mp4,2.1997999999999998,1080.0,1920.0,30.45731430130012,4968029
إمراة,VID_20240427_142808_center_cropped.mp4,2.3,1920.0,1080.0,30.0,2375561
إمراة,VID_20240427_142808_expanded.mp4,2.3,1920.0,1080.0,30.0,1460942
إمراة,VID_20240427_142808_flipped.mp4,2.3,1920.0,1080.0,30.0,2601773
إمراة,VID_20240427_142808_sheared.mp4,2.3,1920.0,1080.0,30.0,2391947
إمراة,VID_20240427_142808_top_cropped.mp4,2.3,1920.0,1080.0,30.0,1900787
إمراة,VID_20240428_135038.mp4,2.5330666666666666,1080.0,1920.0,30.397936624907885,5919781
إمراة,VID_20240428_135038_center_cropped.mp4,2.6,1920.0,1080.0,30.0,2595525
إمراة,VID_20240428_135038_expanded.mp4,2.6,1920.0,1080.0,30.0,1386022
إمراة,VID_20240428_135038_flipped.mp4,2.6,1920.0,1080.0,30.0,2457389
إمراة,VID_20240428_135038_sheared.mp4,2.6,1920.0,1080.0,30.0,2381666
إمراة,VID_20240428_135038_top_cropped.mp4,2.6,1920.0,1080.0,30.0,1890924
إمراة,امرأه (2).mp4,2.7330333333333336,1080.0,1920.0,30.369186861972654,5371594
إمراة,امرأه (2)_center_cropped.mp4,2.8,1920.0,1080.0,30.0,1995752
إمراة,امرأه (2)_expanded.mp4,2.8,1920.0,1080.0,30.0,1250399
إمراة,امرأه (2)_flipped.mp4,2.8,1920.0,1080.0,30.0,2291018
إمراة,امرأه (2)_sheared.mp4,2.8,1920.0,1080.0,30.0,2178230
إمراة,امرأه (2)_top_cropped.mp4,2.8,1920.0,1080.0,30.0,1384506
إمراة,امرأه.mp4,2.1569,720.0,1280.0,25.035931197552042,929380
إمراة,امرأه_center_cropped.mp4,2.2,720.0,1280.0,25.0,2038838
إمراة,امرأه_expanded.mp4,2.2,720.0,1280.0,25.0,1254432
إمراة,امرأه_flipped.mp4,2.2,720.0,1280.0,25.0,1915037
إمراة,امرأه_sheared.mp4,2.2,720.0,1280.0,25.0,1788328
إمراة,امرأه_top_cropped.mp4,2.2,720.0,1280.0,25.0,1394856
ابيض,5866070632139068672.mp4,2.1073222222222223,720.0,1280.0,21.35411448968939,520817
ابيض,5866326414621414129.mp4,2.2181777777777776,720.0,1280.0,29.754152557654933,770881
ابيض,5866326414621414129_center_cropped.mp4,2.22972972972973,720.0,1280.0,29.6,768409
ابيض,5866326414621414129_expanded.mp4,2.22972972972973,720.0,1280.0,29.6,473166
ابيض,5866326414621414129_flipped.mp4,2.22972972972973,720.0,1280.0,29.6,733609
ابيض,5866326414621414129_sheared.mp4,2.22972972972973,720.0,1280.0,29.6,657214
ابيض,5866326414621414129_top_cropped.mp4,2.22972972972973,720.0,1280.0,29.6,677991
ابيض,5866326414621414220.mp4,1.6368666666666667,720.0,1280.0,29.935242129271373,566981
ابيض,5866326414621414220_center_cropped.mp4,1.6554054054054053,720.0,1280.0,29.6,1003284
ابيض,5866326414621414220_expanded.mp4,1.6554054054054053,720.0,1280.0,29.6,782221
ابيض,5866326414621414220_flipped.mp4,1.6554054054054053,720.0,1280.0,29.6,1072965
ابيض,5866326414621414220_sheared.mp4,1.6554054054054053,720.0,1280.0,29.6,1033882
ابيض,5866326414621414220_top_cropped.mp4,1.6554054054054053,720.0,1280.0,29.6,717980
ابيض,5866326414621414303.mp4,2.098811111111111,720.0,1280.0,30.016993747783136,758206
ابيض,5866326414621414303_center_cropped.mp4,2.128378378378378,720.0,1280.0,29.6,1621020
ابيض,5866326414621414303_expanded.mp4,2.128378378378378,720.0,1280.0,29.6,1403918
ابيض,5866326414621414303_flipped.mp4,2.128378378378378,720.0,1280.0,29.6,2009390
ابيض,5866326414621414303_sheared.mp4,2.128378378378378,720.0,1280.0,29.6,1613306
ابيض,5866326414621414303_top_cropped.mp4,2.128378378378378,720.0,1280.0,29.6,1047332
ابيض,video_2024-06-20_06-42-40 (12).mp4,2.170611111111111,576.0,1280.0,28.563384607509406,353128
ابيض,video_2024-06-20_06-42-40 (12)_center_cropped.mp4,2.2033898305084745,576.0,1280.0,29.5,737781
ابيض,video_2024-06-20_06-42-40 (12)_expanded.mp4,2.2033898305084745,576.0,1280.0,29.5,440113
ابيض,video_2024-06-20_06-42-40 (12)_flipped.mp4,2.2033898305084745,576.0,1280.0,29.5,682004
ابيض,video_2024-06-20_06-42-40 (12)_sheared.mp4,2.2033898305084745,576.0,1280.0,29.5,615472
ابيض,video_2024-06-20_06-42-40 (12)_top_cropped.mp4,2.2033898305084745,576.0,1280.0,29.5,674360
ابيض,video_2024-06-20_06-42-40 (33).mp4,2.8088,576.0,1280.0,29.19396183423526,455129
ابيض,video_2024-06-20_06-42-40 (33)_center_cropped.mp4,2.8135593220338984,576.0,1280.0,29.5,1053274
ابيض,video_2024-06-20_06-42-40 (33)_expanded.mp4,2.8135593220338984,576.0,1280.0,29.5,633072
ابيض,video_2024-06-20_06-42-40 (33)_flipped.mp4,2.8135593220338984,576.0,1280.0,29.5,954953
ابيض,video_2024-06-20_06-42-40 (33)_sheared.mp4,2.8135593220338984,576.0,1280.0,29.5,874149
ابيض,video_2024-06-20_06-42-40 (33)_top_cropped.mp4,2.8135593220338984,576.0,1280.0,29.5,843447
ابيض,VID_20240427_122155.mp4,1.9998333333333334,1080.0,1920.0,30.502541878489875,5924827
ابيض,VID_20240427_122155_center_cropped.mp4,2.033333333333333,1920.0,1080.0,30.0,7325996
ابيض,VID_20240427_122155_expanded.mp4,2.033333333333333,1920.0,1080.0,30.0,4560821
ابيض,VID_20240427_122155_flipped.mp4,2.033333333333333,1920.0,1080.0,30.0,8161218
ابيض,VID_20240427_122155_sheared.mp4,2.033333333333333,1920.0,1080.0,30.0,7840015
ابيض,VID_20240427_122155_top_cropped.mp4,2.033333333333333,1920.0,1080.0,30.0,3935479
ابيض,VID_20240427_130713.mp4,2.1331444444444445,1080.0,1920.0,30.471447992791028,4595992
ابيض,VID_20240427_130713_center_cropped.mp4,2.1666666666666665,1920.0,1080.0,30.0,4621215
ابيض,VID_20240427_130713_expanded.mp4,2.1666666666666665,1920.0,1080.0,30.0,3634446
ابيض,VID_20240427_130713_flipped.mp4,2.1666666666666665,1920.0,1080.0,30.0,6751854
ابيض,VID_20240427_130713_sheared.mp4,2.1666666666666665,1920.0,1080.0,30.0,6364987
ابيض,VID_20240427_130713_top_cropped.mp4,2.1666666666666665,1920.0,1080.0,30.0,1143413
ابيض,VID_20240427_135824.mp4,1.9998333333333334,1080.0,1920.0,30.502541878489875,3583941
ابيض,VID_20240427_135824_center_cropped.mp4,2.066666666666667,1920.0,1080.0,30.0,1334642
ابيض,VID_20240427_135824_expanded.mp4,2.066666666666667,1920.0,1080.0,30.0,905150
ابيض,VID_20240427_135824_flipped.mp4,2.066666666666667,1920.0,1080.0,30.0,1543634
ابيض,VID_20240427_135824_sheared.mp4,2.066666666666667,1920.0,1080.0,30.0,1457290
ابيض,VID_20240427_135824_top_cropped.mp4,2.066666666666667,1920.0,1080.0,30.0,1000020
ابيض,VID_20240427_142548.mp4,1.699888888888889,1080.0,1920.0,30.59023465585986,4063671
ابيض,VID_20240427_142548_center_cropped.mp4,1.7666666666666666,1920.0,1080.0,30.0,2105732
ابيض,VID_20240427_142548_expanded.mp4,1.7666666666666666,1920.0,1080.0,30.0,1197643
ابيض,VID_20240427_142548_flipped.mp4,1.7666666666666666,1920.0,1080.0,30.0,2088959
ابيض,VID_20240427_142548_sheared.mp4,1.7666666666666666,1920.0,1080.0,30.0,1971992
ابيض,VID_20240427_142548_top_cropped.mp4,1.7666666666666666,1920.0,1080.0,30.0,1562337
ابيض,VID_20240428_134756.mp4,2.399766666666667,1080.0,1920.0,30.41962413012376,5050860
ابيض,VID_20240428_134756_center_cropped.mp4,2.5,1920.0,1080.0,30.0,2509419
ابيض,VID_20240428_134756_expanded.mp4,2.5,1920.0,1080.0,30.0,1255167
ابيض,VID_20240428_134756_flipped.mp4,2.5,1920.0,1080.0,30.0,2199921
ابيض,VID_20240428_134756_sheared.mp4,2.5,1920.0,1080.0,30.0,2142682
ابيض,VID_20240428_134756_top_cropped.mp4,2.5,1920.0,1080.0,30.0,1839371
ابيض,ابيض (2).mp4,2.4664222222222225,1080.0,1920.0,30.408418852318697,4356295
ابيض,ابيض (2)_center_cropped.mp4,2.5,1920.0,1080.0,30.0,1546013
ابيض,ابيض (2)_expanded.mp4,2.5,1920.0,1080.0,30.0,959028
ابيض,ابيض (2)_flipped.mp4,2.5,1920.0,1080.0,30.0,1672369
ابيض,ابيض (2)_sheared.mp4,2.5,1920.0,1080.0,30.0,1573962
ابيض,ابيض (2)_top_cropped.mp4,2.5,1920.0,1080.0,30.0,1071425
ابيض,ابيض.mp4,1.8483555555555558,720.0,1280.0,25.42800807925363,784453
ابيض,ابيض_center_cropped.mp4,1.88,720.0,1280.0,25.0,1615037
ابيض,ابيض_expanded.mp4,1.88,720.0,1280.0,25.0,1004784
ابيض,ابيض_flipped.mp4,1.88,720.0,1280.0,25.0,1520159
ابيض,ابيض_sheared.mp4,1.88,720.0,1280.0,25.0,1417495
ابيض,ابيض_top_cropped.mp4,1.88,720.0,1280.0,25.0,1069076
احمر,5866070632139068666.mp4,2.217433333333333,720.0,1280.0,21.64664852757693,496743
احمر,5866326414621414126.mp4,1.6294666666666666,720.0,1280.0,30.071188937075526,572243
احمر,5866326414621414126_center_cropped.mp4,1.6554054054054053,720.0,1280.0,29.6,553830
احمر,5866326414621414126_expanded.mp4,1.6554054054054053,720.0,1280.0,29.6,362161
احمر,5866326414621414126_flipped.mp4,1.6554054054054053,720.0,1280.0,29.6,519937
احمر,5866326414621414126_sheared.mp4,1.6554054054054053,720.0,1280.0,29.6,471402
احمر,5866326414621414126_top_cropped.mp4,1.6554054054054053,720.0,1280.0,29.6,477646
احمر,5866326414621414214.mp4,1.7413333333333334,720.0,1280.0,29.862174578866767,599404
احمر,5866326414621414214_center_cropped.mp4,1.7567567567567566,720.0,1280.0,29.6,952635
احمر,5866326414621414214_expanded.mp4,1.7567567567567566,720.0,1280.0,29.6,767008
احمر,5866326414621414214_flipped.mp4,1.7567567567567566,720.0,1280.0,29.6,1078326
احمر,5866326414621414214_sheared.mp4,1.7567567567567566,720.0,1280.0,29.6,1023600
احمر,5866326414621414214_top_cropped.mp4,1.7567567567567566,720.0,1280.0,29.6,714968
احمر,video_2024-06-20_06-42-40 (42).mp4,2.4025,576.0,1280.0,29.5525494276795,376445
احمر,video_2024-06-20_06-42-40 (42)_center_cropped.mp4,2.40027045300879,576.0,1280.0,29.58,824937
احمر,video_2024-06-20_06-42-40 (42)_expanded.mp4,2.40027045300879,576.0,1280.0,29.58,491398
احمر,video_2024-06-20_06-42-40 (42)_flipped.mp4,2.40027045300879,576.0,1280.0,29.58,750548
احمر,video_2024-06-20_06-42-40 (42)_sheared.mp4,2.40027045300879,576.0,1280.0,29.58,668224
احمر,video_2024-06-20_06-42-40 (42)_top_cropped.mp4,2.40027045300879,576.0,1280.0,29.58,705137
احمر,video_2024-06-20_06-42-40 (45).mp4,2.2727444444444447,576.0,1280.0,29.479777263905117,363845
احمر,video_2024-06-20_06-42-40 (45)_center_cropped.mp4,2.305084745762712,576.0,1280.0,29.5,779932
احمر,video_2024-06-20_06-42-40 (45)_expanded.mp4,2.305084745762712,576.0,1280.0,29.5,476502
احمر,video_2024-06-20_06-42-40 (45)_flipped.mp4,2.305084745762712,576.0,1280.0,29.5,705880
احمر,video_2024-06-20_06-42-40 (45)_sheared.mp4,2.305084745762712,576.0,1280.0,29.5,627684
احمر,video_2024-06-20_06-42-40 (45)_top_cropped.mp4,2.305084745762712,576.0,1280.0,29.5,587442
احمر,VID_20240427_122028.mp4,1.4999222222222222,1080.0,1920.0,30.668256872578578,5233736
احمر,VID_20240427_122028_center_cropped.mp4,1.6,1920.0,1080.0,30.0,6669544
احمر,VID_20240427_122028_expanded.mp4,1.6,1920.0,1080.0,30.0,4538899
احمر,VID_20240427_122028_flipped.mp4,1.6,1920.0,1080.0,30.0,7318314
احمر,VID_20240427_122028_sheared.mp4,1.6,1920.0,1080.0,30.0,7014502
احمر,VID_20240427_122028_top_cropped.mp4,1.6,1920.0,1080.0,30.0,3873563
احمر,VID_20240427_130708.mp4,1.9998333333333334,1080.0,1920.0,30.502541878489875,4353608
احمر,VID_20240427_130708_center_cropped.mp4,2.1,1920.0,1080.0,30.0,4100839
احمر,VID_20240427_130708_expanded.mp4,2.1,1920.0,1080.0,30.0,3264375
احمر,VID_20240427_130708_flipped.mp4,2.1,1920.0,1080.0,30.0,6138339
احمر,VID_20240427_130708_sheared.mp4,2.1,1920.0,1080.0,30.0,5776329
احمر,VID_20240427_130708_top_cropped.mp4,2.1,1920.0,1080.0,30.0,1007922
احمر,VID_20240427_135748.mp4,1.8998555555555554,1080.0,1920.0,30.52863667998152,3298674
